user,text,place,created_at
Citizens for Public Justice,"""We don't have to change everything for everything to change."" 

?Jaclyn Corin, Parkland school shooting survivor a? https://t.co/RVsSnES3Yn","Ottawa, Ontario",Fri Mar 29 13:41:58 +0000 2019
?????CountdownQueen?????,And don't give me the not winning shit.......they inherited that mess it's nothing new and they are obviously tryin? https://t.co/e2PR470R4w,"New York, USA",Fri Mar 29 13:42:00 +0000 2019
2 Brothers Outdoors,"@Michael04197519 They are not conducent to our state and migrated here from out west, but our dept. Of environmenta? https://t.co/SlIILmpopg","New York, USA",Fri Mar 29 13:42:10 +0000 2019
Jenna & Kayla,"All hail @jordanpeele
??????????? @ Ottawa, Ontario https://t.co/DfZY7xykjD","Ottawa, Ontario",Fri Mar 29 13:42:24 +0000 2019
Dominic Bouchard,Fuck that!,"Ottawa, Ontario",Fri Mar 29 13:42:43 +0000 2019
tatie ????????,Day 20: coisas q ser?o dif?ceis ficar sem https://t.co/wIKFMAsMYi,Starbucks,Fri Mar 29 13:42:57 +0000 2019
ingcesarduque,"@carloscore54 @Angie_zzu @xiomyvinasco soy un petardo, pero no tan petardo como para no decirle que me encanta su T? https://t.co/xeWxjxW3ym","New York, USA",Fri Mar 29 13:43:02 +0000 2019
TMJ-OTT Jobs,"Want to work at Enterprise Holdings? We're hiring in #Ottawa, ON! Click for details: https://t.co/WijyltTKI9 #Automotive","Ottawa, Ontario",Fri Mar 29 13:43:05 +0000 2019
Abi,I was at the club one night an my friend was about to pop bottle when the babe he was with asked him a good questio? https://t.co/rslTfvSxwJ,"New York, USA",Fri Mar 29 13:43:13 +0000 2019
Breanne Simmonds,@jimmykimmel @Mets Starting the season off right with this man on the plate! @JdeGrom19 #LGM https://t.co/S9BKBvrRPn,"Ottawa, Ontario",Fri Mar 29 13:43:13 +0000 2019
SICKMADE ????,Comment ?a 8h en 30 minutes je daba  ?a,"Gatineau, Qu?bec",Fri Mar 29 13:43:20 +0000 2019
???flashcrewhuz????,@transerella @p_machor @willmpolk @KalEl84 @kara_querl @MikeSchmidt09 @Flash_Katie237 @Jamieschneider_ @StephB617? https://t.co/QiHQq2SZhn,"Ontario, Canada",Fri Mar 29 13:43:27 +0000 2019
David Haney,Wow ! Alaska made headlines around the world. @realDonaldTrump @akgop @AlaskaNPS @USAO_AK @AlaskanBushPPL I wonder? https://t.co/TFjqAWdTPt,"Ottawa, Ontario",Fri Mar 29 13:43:29 +0000 2019
emillz,Ofc the one night I didn't wanna go out everyone asked me to go out ????????,"New York, USA",Fri Mar 29 13:43:30 +0000 2019
Jennifer Quaid,@SoFrechette @MEveSylvestre @DrCiviluOttawa @MaximePanaccio J'en ai pas moi.  Il y a en une - pas tr?s bonne - sur? https://t.co/8EhlPqwMa8,"Ottawa, Ontario",Fri Mar 29 13:43:43 +0000 2019
Melanie Coulas,@VictorFedeli how do you plan for lower cost of beer for consumers while making brewers increase distribution (costs)?,"Ottawa, Ontario",Fri Mar 29 13:43:54 +0000 2019
Abi,I was at the club one night and my friend was about to pop a bottle when the babe he was with asked him a good ques? https://t.co/MJunKtn8bh,"New York, USA",Fri Mar 29 13:43:59 +0000 2019
RaspberryFieldsFarm,"Slow Food breakfast. 

#slowfood #granola #parfait #breakfast #oldhouse #upstateny #healthylifestyle #community? https://t.co/LcP2M089AA","New York, USA",Fri Mar 29 13:43:59 +0000 2019
DJ QUAN DA BOMB,Out now streaming on https://t.co/Ow2t7K6NFn check the link in my bio money-hungry ????????mixtape part 3 Straight Dope? https://t.co/8RdjuNSlMr,"New York, USA",Fri Mar 29 13:44:09 +0000 2019
Mark,Thank you,"New York, USA",Fri Mar 29 13:44:25 +0000 2019
Jazz,"congrats, you found the weakest link. now this shit will never stop, you win.","New York, USA",Fri Mar 29 13:44:30 +0000 2019
511 New York,Updated: Incident on #I88 EB at Chadwick Rd https://t.co/HNnGMG3B9h,"New York, USA",Fri Mar 29 13:44:46 +0000 2019
ingcesarduque,"@juansesur si se hace el rid?culo para hacer reir a alguien, entonces vali? la pena, chevere su TL, se le sigue con gusto!","New York, USA",Fri Mar 29 13:44:56 +0000 2019
Carolyn Matson,Wanted to share a video of our #kindergarten dramatic play centre to demonstrate the rich learning that happens whe? https://t.co/qQfrxCjO36,"Ottawa, Ontario",Fri Mar 29 13:45:00 +0000 2019
Shibumi????,@SpeakerPelosi The Roman Catholic church kept its adherents in the dark for centuries by prohibiting their access t? https://t.co/dICrDffDcZ,"Ottawa, Ontario",Fri Mar 29 13:45:08 +0000 2019
Marie Eve Gosemick,Going to #Ottawa on business also means attending my fave events on the side: #NomadTalks &amp; @creativemorning. There? https://t.co/5PSQjeaGjL,"Ottawa, Ontario",Fri Mar 29 13:45:14 +0000 2019
RoughChop Ottawa,Oh god this is a horrible idea,"Ottawa, Ontario",Fri Mar 29 13:45:40 +0000 2019
Zane Bancroft,?????? 20 minutes left still tied! #BillsMafia https://t.co/uA7JpKhXEx,"New York, USA",Fri Mar 29 13:45:42 +0000 2019
Matthew Wason,@jrtrottier @MStrooo6 I like Strowshow too...he?d look better in pinstripes.,"Ottawa, Ontario",Fri Mar 29 13:45:49 +0000 2019
Amybeth Gregory,@QuincyBasset Voted again &amp; again &amp; ad infinity,"New York, USA",Fri Mar 29 13:45:49 +0000 2019
Roger Collier,"Great story by @WendyGlauser on how younger doctors want to change the culture of their profession, but it won?t be? https://t.co/INftHQo1XX","Ottawa, Ontario",Fri Mar 29 13:46:26 +0000 2019
Jennifer Quaid,@f_mb @uocommonlaw @DrCiviluOttawa @uOttawaArts F?licitations Florian! Bravo!,"Ottawa, Ontario",Fri Mar 29 13:46:26 +0000 2019
Kanata North BA,"We are so excited for this panel! ??

We?re just a few days away from #DiscoverTechNATA, so if you haven?t snapped u? https://t.co/hkyH5Djkxr","Ottawa, Ontario",Fri Mar 29 13:46:32 +0000 2019
Red Sox Observer,@Palauskas #fair,"New York, USA",Fri Mar 29 13:46:42 +0000 2019
Noor Chamberlain,"Merci Nadine pour le bel atelier sur R?seauAdo, les services, programmes et strat?gies que vous offrez aux jeunes!? https://t.co/lC23OGbyqS","Ottawa, Ontario",Fri Mar 29 13:46:44 +0000 2019
Jill Egan ??????,He is devolving and sounding more pathetic each and every day.,"Ottawa, Ontario",Fri Mar 29 13:46:51 +0000 2019
H. Cleaners Ottawa,"Being outdoors, patios need even more attention to be kept clean! 613-897-2318 ???????
#hidalgocleaners #ottawa? https://t.co/jawAEUNcKX","Ottawa, Ontario",Fri Mar 29 13:47:23 +0000 2019
Nicole Becker,@thedudeadam101 @lno09281978 @DaveTRW @celestealbone @jrmattison0927 @annecsteelerfan @MikeZimmersEars? https://t.co/XkZTVBQvll,"New York, USA",Fri Mar 29 13:47:30 +0000 2019
Jill Egan ??????,Exactly!,"Ottawa, Ontario",Fri Mar 29 13:47:56 +0000 2019
RJA,@BoyerMichel @CTVNews Of course,"Ottawa, Ontario",Fri Mar 29 13:48:03 +0000 2019
Total Traffic NYC,"Blocked due to fallen power cables in #Ossining on Hwy 134 WB between Grace Ln and Minkel Rd, stopped traffic back to Croton Dam Rd #traffic","New York, USA",Fri Mar 29 13:48:05 +0000 2019
Indescribable ????,My nails cost AT LEAST $55,"New York, USA",Fri Mar 29 13:48:10 +0000 2019
K Danner McGuinness,@dickkearns @StBonaventure Congratulations Dick. So well deserved. Exemplary life of a Bonnie.,"New York, USA",Fri Mar 29 13:48:20 +0000 2019
Ben Hallenbeck,@ecogggswell ??????,"New York, USA",Fri Mar 29 13:48:46 +0000 2019
Tony Pan,@martindrawz Hot ??,"Ottawa, Ontario",Fri Mar 29 13:48:54 +0000 2019
Monica L. Mercado,@KatySchumaker @NEHgov thank you! just following in your footsteps :),"New York, USA",Fri Mar 29 13:48:58 +0000 2019
Mary,"@C_G_Movie Praise God !
??????","New York, USA",Fri Mar 29 13:49:23 +0000 2019
Amy Windus,"Thanks for sharing this article, @ldecarlo23. Powerful, indeed.","New York, USA",Fri Mar 29 13:49:24 +0000 2019
Christian Lee,@CFBeals @shamleaf What a nightmare. 2019 can only go up from here. Hope you eventually located the bike!,"Ottawa, Ontario",Fri Mar 29 13:49:35 +0000 2019
Dean Owen Jones,@AdrianHarrop @JessicaNellH @BBCWomansHour @bbcquestiontime @tvlicensing @BBCNews @Ofcom @PinkNews @NickMDuffy? https://t.co/kcjYfqNCr1,"New York, USA",Fri Mar 29 13:49:59 +0000 2019
Carrie Laney,The experienced &amp; motivated employees staffing our call centers exceed industry standards. Learn what they can do f? https://t.co/Nnzr0IK0CB,"New York, USA",Fri Mar 29 13:50:10 +0000 2019
Lloyd Longfield,The @uofg Improve Life Challenge is off and running! Divergent thinking then convergent thinking bringing to soluti? https://t.co/yDro3zozXx,"Ottawa, Ontario",Fri Mar 29 13:50:17 +0000 2019
RJA,@CTVNews No justice they should be tried as poachers and removed from hunting for ever,"Ottawa, Ontario",Fri Mar 29 13:50:19 +0000 2019
"?? This Is HOWIE Do It, LOVER ??",My lil luv was up all night throwing up ?? we just got up a lil bit ago and still has a fever.. my poor baby ?? Hope? https://t.co/Qrs0QveE5O,"New York, USA",Fri Mar 29 13:50:25 +0000 2019
Bill O'Brien,@NicoleNeulander I love it! You guys are the best ????,"New York, USA",Fri Mar 29 13:50:41 +0000 2019
Mark,"Next stop, OZ","New York, USA",Fri Mar 29 13:50:54 +0000 2019
Seth Berkley,Thanks to @CanadaDev  for hosting the @gavi Board Retreat under the leadership of @NOIweala https://t.co/5wm1WigllZ,"Ottawa, Ontario",Fri Mar 29 13:50:58 +0000 2019
Algonquin Bartending,How do they do it? Beer in Cans @BTPBrewing https://t.co/EyuwLweIwp,"Ottawa, Ontario",Fri Mar 29 13:51:03 +0000 2019
Broadbent Institute,F?licitations ? @AOBempah qui remporte le prestigieux prix Charles Taylor pour son travail incroyablement important? https://t.co/ynTR0DULT0,"Ottawa, Ontario",Fri Mar 29 13:51:07 +0000 2019
Naveen Eipe,"Sunday 19th May, 6pm onwards #IARS2019 
@FairmontQueenE 
You are invited! #PrehabAnxiety
@EMARIANOMD? https://t.co/x4ZAWuRgvL","Ottawa, Ontario",Fri Mar 29 13:51:44 +0000 2019
Garrett,@Vordio Delete the clip and throw away the hard drive it was on.,"New York, USA",Fri Mar 29 13:51:48 +0000 2019
RoughChop Ottawa,@MaximeBernier @peoplespca You don?t even understand the impacts nor do you care to learn about them so what busine? https://t.co/cFtDDZwZhg,"Ottawa, Ontario",Fri Mar 29 13:51:55 +0000 2019
Piqu? Dance Studio,Some fun shots from hip hop last night ?? Happy Birthday Allegra ?? #piquedancestudio ??????#majorpiquepride? https://t.co/Rc56rsUfS3,"Ottawa, Ontario",Fri Mar 29 13:52:08 +0000 2019
Ramraajh,Did anyone else catch the Season Finale of All Stars 4 last night? Congrats @itsSHANGELA! Someone check on? https://t.co/KpKFKi1QOt,Canada,Fri Mar 29 13:52:12 +0000 2019
Andy Arthur,"Map: Middle Grove State Forest
https://t.co/EmLOL0dr1b https://t.co/q8AHQriaJx","New York, USA",Fri Mar 29 13:52:16 +0000 2019
Ash??,Mic the Vegan deserves more subscribers,"Ottawa, Ontario",Fri Mar 29 13:52:18 +0000 2019
Erick Sodhi,Proving that you can be dumb as a fence post and still get a law degree. We need a vaccine against the increasingly? https://t.co/sWsDSSNC3k,"Ottawa, Ontario",Fri Mar 29 13:52:21 +0000 2019
Heath Phillips,"On this #VietnamWarVeteransDay, I want to honor and thank all those who served and sacrificed for their country. 
I? https://t.co/bj04slGsHq","New York, USA",Fri Mar 29 13:52:24 +0000 2019
RichardDynas.com,@HubSpotSupport Can you tell us what time it stopped functioning?,"New York, USA",Fri Mar 29 13:52:31 +0000 2019
Sandra MacMillan,@hilarywelch @SandraKiss1053 Well I was listening to your podcast last night and having a giggle about the ClitMe a? https://t.co/qPabItSMTj,"Ottawa, Ontario",Fri Mar 29 13:52:52 +0000 2019
Sandra MacMillan,@hilarywelch @SandraKiss1053 Love your podcast ??,"Ottawa, Ontario",Fri Mar 29 13:53:23 +0000 2019
Cindy Somerville,@1310NEWS Reads like they were found together! So much for the idea of using with a buddy. Very sad situation.,"Ottawa, Ontario",Fri Mar 29 13:53:33 +0000 2019
Amybeth Gregory,https://t.co/G9M64zInKi. RIP ??,"New York, USA",Fri Mar 29 13:53:33 +0000 2019
Red Sox Observer,"@Biagiarelli_44 @celiatorrey_ @Palauskas @mang05alsa It's called""The Southwick Jog."" Basically a botched survey by? https://t.co/TGZH3pNlkM","New York, USA",Fri Mar 29 13:53:34 +0000 2019
Ramraajh,Did anyone else catch the Season Finale of All Stars 3 last night? Congrats @itsSHANGELA! Someone check on? https://t.co/3qprkbWJ0s,Canada,Fri Mar 29 13:53:42 +0000 2019
Health Care,Profitable #PriorAuthorization Solution for #ImagingCenters | @priorauthonline is a 360-degree Prior Authorization? https://t.co/vWHVekHOPd,"New York, USA",Fri Mar 29 13:53:50 +0000 2019
Lisa Barone,"@HeatherBarmore Girl, you have a *voooice.* And people deserve to hear it. And you deserve to use it. 
WRITE ALL THE THINGS.","New York, USA",Fri Mar 29 13:54:07 +0000 2019
Andy Sawicki,Yikes dreadful times in Buffalo.,"New York, USA",Fri Mar 29 13:54:22 +0000 2019
MC?,???????? https://t.co/AEaDrTHoNZ,"Nueva York, USA",Fri Mar 29 13:54:36 +0000 2019
???flashcrewhuz????,@willmpolk Good morning https://t.co/1dhBeNCaeS,"Ontario, Canada",Fri Mar 29 13:54:40 +0000 2019
C-Note | Christian Rivera,"I've got things to say. A follow up to the Personality Hacker episode, essentially.

Listen to this episode of my p? https://t.co/xRX8pUE6He","New York, USA",Fri Mar 29 13:55:07 +0000 2019
Tom DeCicco,Hey ?Cuse. ???? ?? https://t.co/7UGzzBToPo,"New York, USA",Fri Mar 29 13:55:10 +0000 2019
phil,"@HoarseWisperer Ohio.

What more need be said?

Although, I know they were putting on the hip for the youts... ??","New York, USA",Fri Mar 29 13:55:16 +0000 2019
Nikki Hill,So excited to see @leilanifarha win the #jacklaytonprogressprize at #Broadbent2019 for leading the @CWP_CSP fight a? https://t.co/sLtRpWuxGY,"Ottawa, Ontario",Fri Mar 29 13:55:22 +0000 2019
Reconnect Rochester,In case you missed it...listen to the podcast of Reconnect's Renee Stetzer and @UrbanPhoenixBlg on @WXXIrochester y? https://t.co/2IT7QwEwSm,"New York, USA",Fri Mar 29 13:55:22 +0000 2019
Clifford A Arno Jr. #5 ????????,Me waiting on @MajorLeagueFish live broadcast to start.... https://t.co/ajnUmMDX4r,"New York, USA",Fri Mar 29 13:55:27 +0000 2019
s a l,The very hour I tweeted this my friend walked in on his wife with another guy in their bed,"New York, USA",Fri Mar 29 13:55:34 +0000 2019
Hasaan Shabazz,I think the movie ?US? was pretty stupid,"New York, USA",Fri Mar 29 13:55:38 +0000 2019
???o??? uu?l?,Me when my teammates leave in call of duty:,"New York, USA",Fri Mar 29 13:55:38 +0000 2019
Clifford A Arno Jr. #5 ????????,https://t.co/nTPYFUGkGo,"New York, USA",Fri Mar 29 13:55:41 +0000 2019
Michael Suddard,"@ianrtemple @learntosoundfly Interesting story:

@parsnipsbk 's grandfather went to seminary school in New York and? https://t.co/fWKwkMJUEJ","Ottawa, Ontario",Fri Mar 29 13:55:50 +0000 2019
Pine Ridge Dude Ranch,Our baby Juniper is growing up fast.  We are getting her used to a saddle but will not ride her for at least anothe? https://t.co/q64ppxg2Xo,"New York, USA",Fri Mar 29 13:56:13 +0000 2019
Sean Conrad,"@RussThoman Never.

We can never know enough about someone else?s situation to presume we can make a better choice? https://t.co/JPSNGbkTPc","Ottawa, Ontario",Fri Mar 29 13:56:15 +0000 2019
TMJ-OTT HRTA Jobs,"Career tip for landing jobs like ""Baker"" in #Ottawa, ON. Go on informational interviews. The best way to get a meet? https://t.co/Lza5vpjD8B","Ottawa, Ontario",Fri Mar 29 13:56:15 +0000 2019
user,text,place,created_at
Tommy Sewall,Tell me why I still get a lump in my throat when I hear about the lady who gave 25 cents to help buy Word of Life Island.,"New York, USA",Sat Mar 30 14:51:38 +0000 2019
Deb C. Fitness & Nutrition,"THIS WEEKEND ONLY! ?????? Enjoy FREE SHIPPING on ALL orders March 30th &amp; 31st!

Now is a great time to try Nutracelle? https://t.co/xgLSCrQIxM","Casselman, Ontario",Sat Mar 30 14:51:40 +0000 2019
It's Gloria! (??),unpopular opinion: I think this snowfall is pretty #Ottawa,"Ottawa, Ontario",Sat Mar 30 14:51:47 +0000 2019
Russell,"@PacLax_Coach l
LET'S GO PAC!!!!","New York, USA",Sat Mar 30 14:52:04 +0000 2019
Brenda Lee,@BlueTsuni @BJSquirrel @impinkestgirl @zazzybritches @firefly909 @unbrokeMs1 @GangstaMimi @BonJS0370 @Cha51brolll19? https://t.co/DaaGkGYPUp,"New York, USA",Sat Mar 30 14:52:05 +0000 2019
SICKMADE ????,mdrrrr t'est la tu dis a une go que tu fais 1m85 la go elle va te capter etoiles dans les yeux toute contente elle? https://t.co/wEqg0JXToR,"Ottawa, Ontario",Sat Mar 30 14:52:11 +0000 2019
511 New York,Cleared: Incident on #NY9H SB at Town of Kinderhook; Town of Ghent Line,"New York, USA",Sat Mar 30 14:52:16 +0000 2019
511NYMidHudson,Cleared: Incident on #NY9H SB at Town of Kinderhook; Town of Ghent Line,"New York, USA",Sat Mar 30 14:52:16 +0000 2019
ShefaniShines,@gwenblakeinfo @gwenstefani @blakeshelton Great having you Nicole ?????Safe travels!!,"New York, USA",Sat Mar 30 14:52:17 +0000 2019
It's Gloria! (??),unpopular #Ottawa opinion: I think this snow is pretty,"Ottawa, Ontario",Sat Mar 30 14:52:24 +0000 2019
Pedro Henrique Conte,"""Se erra, conserta, volta pro tom, e segue o baile""
.
.
.
#followtrick #follow4follows #followforlike #follow4like? https://t.co/VFHI7uEueU","Nova Iorque, USA",Sat Mar 30 14:52:40 +0000 2019
Tom Jr,Whose better,"New York, USA",Sat Mar 30 14:52:55 +0000 2019
Brenda Lee,@dougarrell @zazzybritches @BJSquirrel @firefly909 @unbrokeMs1 @GangstaMimi @BonJS0370 @Cha51brolll19 @GDThor1? https://t.co/BOsJ9MSCrA,"New York, USA",Sat Mar 30 14:53:04 +0000 2019
Deb C. Fitness & Nutrition,https://t.co/5czI2jJCWB,"The Nation / La Nation, Ontario",Sat Mar 30 14:53:07 +0000 2019
Peconic Land Trust,Thanks everyone for the many hands. Seeding day at the farm! quailhillfarm @ Quail Hill Farm https://t.co/JEzHeICYXE,"New York, USA",Sat Mar 30 14:53:19 +0000 2019
"Pete Patterson,  Spatial Cadet, ??R Dev",@michaelnugent @ALL_CAPS That should be a loss leader to sell Apple Music subscriptions,"Ottawa, Ontario",Sat Mar 30 14:53:26 +0000 2019
Ken McKinlay ????,"In the 1939 movie of ""The Wizard of Oz"" I wonder what the story would have been if Dorothy had followed the red bri? https://t.co/z2y43wcBRD","Ottawa, Ontario",Sat Mar 30 14:53:28 +0000 2019
Robert Andersen,Go Kyle!,"New York, USA",Sat Mar 30 14:53:38 +0000 2019
Paca Whisperer aka Jayme,Yesterday isn't the 1st time Catch Me If U Can has gotten herself into a predicament. A couple years ago I looked o? https://t.co/kwD42uZjOE,"New York, USA",Sat Mar 30 14:53:45 +0000 2019
Lynne Hooker,"@joe_warmington Don't worry about Ju$tin, he will land on his feet, if nothing else he will be re-elected in his ri? https://t.co/S2hhsp2zXg","Ottawa, Ontario",Sat Mar 30 14:53:53 +0000 2019
david r.,@stonecold2050 @Preciosa_Liz https://t.co/tPLjw4jdpj,"New York, USA",Sat Mar 30 14:53:57 +0000 2019
Vahideh Roudi,"@SecPompeo @USAdarFarsi
??????? ?? ????? ???? #??????? #????_????_??? #????_???????? ?? ???? #????","Gatineau, Qu?bec",Sat Mar 30 14:54:12 +0000 2019
ShefaniShines,@TeamBlake_Gwen So deserved!! What a great song,"New York, USA",Sat Mar 30 14:54:27 +0000 2019
Vincent Hughes,Bringing this back to the top.,"Ottawa, Ontario",Sat Mar 30 14:54:45 +0000 2019
Clo?,Outgoing child advocate asks province to 'amplify' voices of most vulnerable children | CBC News https://t.co/ldzWA1nA8a,"Gatineau, Qu?bec",Sat Mar 30 14:55:08 +0000 2019
Chris Sheridan,"Greg Oden was a No. 1 pick, right before Durant ... so what seems like a good idea on draft night is not always a g? https://t.co/UJ7hTOzcg5","New York, USA",Sat Mar 30 14:55:15 +0000 2019
Under the Radar,@juliettekayyem @chrisbrad22 the arsonist who congratulates himself for putting out his own fires.,Canada,Sat Mar 30 14:55:22 +0000 2019
Mary,"God says, ?When you are weary and when you begin to feel the desolation of this world, do not be perplexed, do not? https://t.co/MkVjOsdz5t","New York, USA",Sat Mar 30 14:55:30 +0000 2019
STUDIO SIXTY SIX,"Drop the gallery to see INTERPLAYS featuring Laurence Finet
12-6pm @ Studio Sixty Six https://t.co/1QwvHSmjfr","Ottawa, Ontario",Sat Mar 30 14:55:40 +0000 2019
Molly Elizabeth,One of my favorite decorative pieces in the @GallerySalonSpa space ??,"New York, USA",Sat Mar 30 14:55:44 +0000 2019
Vahideh Roudi,@USAdarFarsi @SecPompeo #IStandWithMaryamRajavi,"Gatineau, Qu?bec",Sat Mar 30 14:55:54 +0000 2019
Paulette,https://t.co/DBhWShJN2l,"New York, USA",Sat Mar 30 14:55:57 +0000 2019
Nathan Kitenge,I will stay true to myself ...,"Ottawa, Ontario",Sat Mar 30 14:56:07 +0000 2019
Paulette,https://t.co/bRj2TtBC2s,"New York, USA",Sat Mar 30 14:56:16 +0000 2019
Nathan Kitenge,I will always be loyal to those that?s loyal to me...,"Ottawa, Ontario",Sat Mar 30 14:56:28 +0000 2019
TMJ-NYS HRTA Jobs,"Want to work in #Verona, NY? View our latest opening: https://t.co/dbYtWJLQaD #Hospitality","New York, USA",Sat Mar 30 14:56:30 +0000 2019
Cody Forden Ballou,#CosmicMacabre #CFBallou #writers #poets #teachers #poetry #poems #writing #books #college #sketch #art #artists? https://t.co/1nbKFErz1q,"New York, USA",Sat Mar 30 14:56:30 +0000 2019
ShefaniShines,@GxCat26 @gwenstefani @MarriottBonvoy Same??????,"New York, USA",Sat Mar 30 14:56:32 +0000 2019
Next Generation HKY,"FRIDAY FUN??

Some of the ACTION ?? from yesterday?s @Ottawa67sHockey skills session! #NoQuit

#Hockey #OHL #Skills? https://t.co/MBB8Rgr740","Ottawa, Ontario",Sat Mar 30 14:56:40 +0000 2019
CourtVaderBooks at Hogwarts,I really love this photo. Thinking spring since its 60 degrees today.#booksaremydrugofchoice? https://t.co/56iNnVmRjw,"New York, USA",Sat Mar 30 14:56:43 +0000 2019
Brenda Lee,@impinkestgirl @zazzybritches @BJSquirrel @firefly909 @unbrokeMs1 @GangstaMimi @BonJS0370 @Cha51brolll19 @GDThor1? https://t.co/Cf4nsCyzWN,"New York, USA",Sat Mar 30 14:56:50 +0000 2019
Malini Vijaykumar,@danipint0 A good doggo!!,"Ottawa, Ontario",Sat Mar 30 14:56:55 +0000 2019
Nathan Kitenge,I will always demand respect and give respect...,"Ottawa, Ontario",Sat Mar 30 14:56:57 +0000 2019
Matthew Taylor,@AccidentalP it's so beautiful @allanjamescooke it's hard to stop the lacrimation.,Canada,Sat Mar 30 14:56:58 +0000 2019
The Honourable Minister of Important Discussions,It's clear that @Puglaas and @janephilpott are not really Liberals.  #Wernick #SNCLavalin,"Ottawa, Ontario",Sat Mar 30 14:57:12 +0000 2019
Cody Forden Ballou,#CosmicMacabre #CFBallou #writers #poets #teachers #poetry #poems #writing #books #college #sketch #art #artists? https://t.co/TUP8ily5PQ,"New York, USA",Sat Mar 30 14:57:28 +0000 2019
Deedeegr73Yoncali95,"200 Suspensions: Suspended for 5-1000 Days
Sub-Boss of Bliss/Blisstina Not The So Reboot: Suspended for 1000 Days
F? https://t.co/vEwjKJTZhc","New York, USA",Sat Mar 30 14:57:33 +0000 2019
angelo mendez ??,@babylxnari touch it is on a whole nother bop level!!,"New York, USA",Sat Mar 30 14:57:42 +0000 2019
Paca Whisperer aka Jayme,My Echo https://t.co/me9tv3Q576,"New York, USA",Sat Mar 30 14:57:54 +0000 2019
Celeste Song,@BeeSting14618 @RealTimers @Chas10Buttigieg @PeteButtigieg @HBO Or a female champion of ethics and integrity and wo? https://t.co/dhk2IoL1FT,"New York, USA",Sat Mar 30 14:58:01 +0000 2019
Leonard Courchene,@NannyMcCairn Yes we need a change ! The fear we have is that the Green Party is not flexible in defining what gree? https://t.co/PtichhWrDC,"Ottawa, Ontario",Sat Mar 30 14:58:16 +0000 2019
JimDarrh,@KamalaHarris Our public school system is like most every other government run anything in the country today. Poorl? https://t.co/5Pa0pFxHt6,"New York, USA",Sat Mar 30 14:58:24 +0000 2019
Nic?,NYC today baby!!!!??,"New York, USA",Sat Mar 30 14:58:30 +0000 2019
Brenda Lee,@GDThor1 @impinkestgirl @StaryStaryNlght @BonJS0370 @Cha51brolll19 @dougarrell @Tonia8675309 @McGeezer67? https://t.co/Y8nSufQDjy,"New York, USA",Sat Mar 30 14:58:42 +0000 2019
Nathan Kitenge,"I will provide for my family and raise my children to love their selves and be independent, honest, ambitious. trustworthy...","Ottawa, Ontario",Sat Mar 30 14:58:44 +0000 2019
Brenda Lee,@StaryStaryNlght @GDThor1 @impinkestgirl @TammieCroft @MelissaFunGurl @Jessie092859463 @unbrokeMs1 @BlueTsuni? https://t.co/YlymaS9XGF,"New York, USA",Sat Mar 30 14:59:13 +0000 2019
Michael Soulard,@Cmm380 @LilaGraceRose @ilyseh Boom!  Suck it @LilaGraceRose,"Ottawa, Ontario",Sat Mar 30 14:59:14 +0000 2019
Nathan Kitenge,I will sacrifice my pleasure for my purpose...,"Ottawa, Ontario",Sat Mar 30 14:59:17 +0000 2019
Glen Canham ????,Bahahaha??,"North Stormont, Ontario",Sat Mar 30 14:59:23 +0000 2019
Meagan ??,"It should not be snowing right now, I?m pissed","Ottawa, Ontario",Sat Mar 30 14:59:26 +0000 2019
?????????????,Cute palette but I?m getting zero Lannister vibes. Wishing Lannister Red was more of a brick red colour.  #UrbanDecay #GameofThrones,"Ottawa, Ontario",Sat Mar 30 14:59:33 +0000 2019
Nic?,Going to live out my gossip girl fantasy????xoxo,"New York, USA",Sat Mar 30 14:59:37 +0000 2019
STUDIO SIXTY SIX,"Drop the gallery to see INTERPLAYS featuring Natalie Bruvels
12-6pm @ Studio Sixty Six https://t.co/42vVFiiTol","Ottawa, Ontario",Sat Mar 30 14:59:39 +0000 2019
The Passion Of The Chris (The White Chris Paul),"if you sell just one of these tree stumps every day, you'd earn more than an amputee on disability...how messed up? https://t.co/92l6cnnXhM","Ottawa, Ontario",Sat Mar 30 14:59:40 +0000 2019
Matthew Taylor,@AccidentalP oh my god hahahahahahahahah,Canada,Sat Mar 30 14:59:48 +0000 2019
Joe Iconis,The most incredible interview with the most incredible person/producer. Thanks to @TheIntervalNY for this in-depth? https://t.co/t7xl2tQdtf,"New York, USA",Sat Mar 30 14:59:59 +0000 2019
Ideas Id?es,Aujourd?hui le Conseil @ideas_idees termine le 2?me jour d?un programme charg? : l?examen des avantages pour les me? https://t.co/gx8r9HJSHg,"Ottawa, Ontario",Sat Mar 30 15:00:04 +0000 2019
Philly Klem Klem,I can?t wait to run again,"New York, USA",Sat Mar 30 15:00:09 +0000 2019
"Pete Patterson,  Spatial Cadet, ??R Dev","@ImmersionXR I would even go so far as to say that nowadays, you can study software without studying hardware, but? https://t.co/MTr4zZbnGA","Ottawa, Ontario",Sat Mar 30 15:00:09 +0000 2019
Lee Hurst,"@4sDown @4sDown , you need to change permission on your Sheet I think. Try viewing with incognito mode. 
 https://t.co/n6M9kuDi9A","New York, USA",Sat Mar 30 15:00:17 +0000 2019
Archaeo Chic,I?m back in New York! Shops are open again and about to add new things :),"New York, USA",Sat Mar 30 15:00:17 +0000 2019
